,Año,Modelo,Precio,Kms,Transmision,t_combustible,Rendimiento,Href
973,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
974,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
975,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
976,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
977,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
978,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
979,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
980,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
981,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
982,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
983,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
984,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
985,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
986,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
987,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
988,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
989,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
990,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
991,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
992,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
993,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
994,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
995,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
996,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
997,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
998,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
999,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1000,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1001,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1002,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1003,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1004,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1005,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1006,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1007,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1008,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1009,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1010,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1011,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1012,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1013,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1014,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1015,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1016,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1017,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1018,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1019,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1020,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1021,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1022,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1023,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1024,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1025,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1026,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1027,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1028,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1029,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1030,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1031,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1032,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1033,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1034,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1035,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1036,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1037,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1038,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1039,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1040,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1041,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1042,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1043,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1044,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1045,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1046,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1047,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1048,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1049,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1050,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1051,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1052,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1053,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1054,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1055,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1056,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1057,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1058,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1059,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1060,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1061,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1062,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1063,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1064,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1065,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1066,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1067,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1068,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1069,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1070,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1071,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1072,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1073,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1074,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1075,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1076,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1077,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1078,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
1079,2014,Traverse,$14.790.000 CLP,165000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2014-chevrolet-traverse-3-6-lt-auto-4wd/CP-AD-7973022/?Cr=11
1080,2015,Outback,$18.690.000 CLP,110000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2015-subaru-outback-2-5i-cvt-limited-se-4wd/CP-AD-7979836/?Cr=0&gts=CP-AD-7979836&gtsSaleId=CP-AD-7979836&gtsViewType=topspot&rankingType=topspot
1081,2016,Sail,$7.300.000 CLP,51000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-chevrolet-sail-sail-classic-nb-1-4l/CL-AD-12818354/?Cr=0&gts=CL-AD-12818354&gtsSaleId=CL-AD-12818354&gtsViewType=showcase&rankingType=showcase
1082,2018,Boxer,$22.990.000 CLP,68951,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-peugeot-boxer-l2h2/CP-AD-7927966/?Cr=0&gts=CP-AD-7927966&gtsSaleId=CP-AD-7927966&gtsViewType=showcase&rankingType=showcase
1083,2019,Rexton,$25.750.000 CLP,93025,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-ssangyong-rexton-2-2d-auto-yrx201/CL-AD-12865556/?Cr=0&gts=CL-AD-12865556&gtsSaleId=CL-AD-12865556&gtsViewType=showcase&rankingType=showcase
1084,2019,V40,$24.800.000 CLP,61000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-volvo-v40-2-0-d2-auto-momentum/CL-AD-12835361/?Cr=0&gts=CL-AD-12835361&gtsSaleId=CL-AD-12835361&gtsViewType=showcase&rankingType=showcase
1085,2019,Impreza,$18.290.000 CLP,21000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-subaru-impreza-2-0i-cvt-auto-xs-4wd/CP-AD-7971868/?Cr=1
1086,2007,Expedition,$15.990.000 CLP,123500,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2007-ford-expedition-eddie-bauer-4x4/CP-AD-7959969/?Cr=2
1087,2022,Corolla,$27.460.800 CLP,,Automática,Híbrido,,https://www.chileautos.cl/vehiculos/detalles/2022-toyota-corolla-sd-cvt-hibrido-1-8/CP-AD-7916503/?Cr=3
1088,2019,Durango,$29.900.000 CLP,49000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-dodge-durango-3-6-limited-4wd/CP-AD-7906360/?Cr=4
1089,2018,118,$21.890.000 CLP,20000,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2018-bmw-118-1-5-118i-a-millennial-5p/CP-AD-7988840/?Cr=5
1090,2019,Tiggo,$13.980.000 CLP,37000,Manual,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2019-chery-tiggo-7-1-5-glx/CP-AD-7925777/?Cr=6
1091,2018,V40,$21.590.000 CLP,70500,Manual,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2018-volvo-v40-2-0-d2-r-design/CP-AD-7953409/?Cr=7
1092,2016,Grand,$14.890.000 CLP,119907,Automática,Bencina,,https://www.chileautos.cl/vehiculos/detalles/2016-suzuki-grand-nomade-2-4-auto-glx-ltd-nav-4wd/CP-AD-7971941/?Cr=9
1093,2019,E-Pace,$37.900.000 CLP,47000,Automática,Diesel,,https://www.chileautos.cl/vehiculos/detalles/2019-jaguar-e-pace-2-0-d180-auto-4wd/CP-AD-1260490/?Cr=10
